temp_mean,temp_std,temp_rate,vibration_rms,vibration_peak,vibration_kurtosis,label
4.0255833333333335,0.12740042407918256,0.03999999999999915,0.4427356005981866,0.52,4.466445422297473,normal
3.9975999999999994,0.12026127112804581,-0.2679999999999989,0.4484554232771264,0.476,2.0546159874075354,normal
4.059333333333334,0.09224219328605669,-0.39200000000000124,0.46058252970197067,0.516,2.5710576913485377,normal
4.0165999999999995,0.11068893350285754,-0.4559999999999995,0.4607337626004849,0.516,2.473521147670271,normal
3.9966666666666666,0.11808057512657295,0.02400000000000091,0.46358846692585726,0.516,2.6859166817663485,normal
3.9334,0.07769023962721024,0.12400000000000055,0.453910123262304,0.4779999999999999,2.933195759029565,normal
3.9494666666666665,0.09019081007631678,0.5560000000000009,0.4586012065691352,0.47800000000000004,1.8827601266372547,normal
3.9697999999999998,0.09404445757193787,0.18400000000000105,0.44910117642538705,0.47800000000000004,2.9123355514508504,normal
4.0478000000000005,0.12178489233069939,0.05599999999999916,0.4419176393854402,0.47800000000000004,1.8414021270634666,normal
4.0596000000000005,0.14613181264415598,0.3960000000000008,0.4411135908130694,0.472,1.7782189792286685,normal
4.089933333333334,0.15606108490659115,-0.18400000000000105,0.44498044900871764,0.47400000000000003,1.9642888255803397,normal
4.071133333333333,0.1470897080771535,-0.23600000000000243,0.44312827337766053,0.47400000000000003,2.031939355090435,normal
4.0806000000000004,0.10923021559989711,-0.2759999999999998,0.4480685959389106,0.502,2.41081395927195,normal
4.093066666666667,0.08808289025432553,0.08399999999999963,0.45248720055562525,0.502,2.1593001628094473,normal
4.0738666666666665,0.10663574551819961,0.003999999999997783,0.4610130873051943,0.502,2.1324467216887033,normal
4.132266666666667,0.11497447059625406,-0.17600000000000193,0.4579949053573995,0.49800000000000005,2.256681061027871,normal
4.033733333333333,0.19235642842274736,-0.5560000000000009,0.45723779371351186,0.488,2.0171232287066925,normal
4.031466666666667,0.18900718387287702,-0.5399999999999983,0.4586020787858104,0.488,2.260763068374224,normal
